Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"kotlinx-coroutines-core-jvm@1.8.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kotlin-compiler-embeddable@2.1.20, kotlin-compiler-runner@2.1.20"
"kotlinx-coroutines-core@1.10.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, room-runtime-android@2.8.4, shared-storage-android@1.0.1, kotlinx-coroutines-android@1.9.0"
"kotlinx-coroutines-core@1.7.3","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-ddmlib@31.12.0, android-test-plugin-host-emulator-control@31.12.0, android-test-plugin-result-listener-gradle@31.12.0, android-device-provider-local@0.0.9-alpha03, core@0.0.9-alpha03, launcher@0.0.9-alpha03"
"annotations@13.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kotlin-stdlib@2.1.20, kotlin-stdlib@2.2.10"
"annotations@23.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"ddmlib@31.12.0, kotlin-stdlib@1.8.21, kotlin-stdlib@1.9.0, kotlin-stdlib@2.1.20, kotlin-stdlib@2.2.10, kotlinx-coroutines-core-jvm@1.10.2, kotlinx-coroutines-core-jvm@1.7.3"
"jspecify@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, dynamicanimation@1.1.0, room-runtime-android@2.8.4, transition@1.7.0"
"react-native-async-storage_async-storage@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-gesture-handler@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-masked-view_masked-view@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-nitro-fetch@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-nitro-modules@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-reanimated@4.5.3","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-safe-area-context@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-screens@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-svg@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-vector-icons_material-design-icons@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native-worklets@0.11.1","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
"sentry_react-native@unspecified","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Unknown",No,Direct
